0 0 0 0 3.49755e-05 1.59062e-05 0.999949
0.1875 0 0 0 3.91844e-05 1.59062e-05 0.999945
0.375 0 0 0 5.40609e-05 1.59061e-05 0.99993
0.5625 0 0 0 8.73358e-05 1.59061e-05 0.999897
0.75 0 0 0 0.000155475 1.59059e-05 0.999829
0.9375 0 0 0 0.000290178 1.59057e-05 0.999694
1.125 0 0 0 0.00054988 1.59056e-05 0.999434
1.3125 0 0 0 0.00103897 1.59069e-05 0.998945
1.5 0 0 0 0.00193848 1.59132e-05 0.998046
1.6875 0 0 0 0.00355311 1.59363e-05 0.996431
1.875 0 0 0 0.00637992 1.60088e-05 0.993604
2.0625 0 0 0 0.0112035 1.62201e-05 0.98878
2.25 0 0 0 0.019219 1.68053e-05 0.980764
2.4375 0 0 0 0.0321762 1.83709e-05 0.967805
2.625 0 0 0 0.0525149 2.24533e-05 0.947462
2.8125 0 0 0 0.0834206 3.28702e-05 0.916546
3 0 0 0 0.128645 5.89078e-05 0.871296
3.1875 0 0 0 0.19184 0.000122562 0.808037
3.375 0 0 0 0.275154 0.000274287 0.724573
3.5625 0 0 0 0.377193 0.00062575 0.622183
3.75 0 0 0 0.491334 0.00141627 0.507253
3.9375 0 0 0 0.606061 0.00315122 0.390793
4.125 0 0 0 0.70807 0.0069262 0.285009
4.3125 0 0 0 0.785976 0.0153687 0.198658
4.5 0 0 0 0.829595 0.0361694 0.134226
4.6875 0 0 0 0.814924 0.0972849 0.0877278
4.875 0 0 0 0.656276 0.294175 0.0494215
5.0625 0 0 0 0.300581 0.683359 0.0161732
5.25 0 0 0 0.0967782 0.899664 0.00362892
5.4375 0 0 0 0.0333858 0.965761 0.000863021
5.625 0 0 0 0.0131922 0.986551 0.000253301
5.8125 0 0 0 0.00604409 0.993852 9.62069e-05
6 0 0 0 0.00419955 0.995729 6.22495e-05
6.1875 0 0 0 0.00604409 0.993852 9.62069e-05
6.375 0 0 0 0.0131922 0.986551 0.000253301
6.5625 0 0 0 0.0333858 0.965761 0.000863021
6.75 0 0 0 0.0967782 0.899664 0.00362892
6.9375 0 0 0 0.300581 0.683359 0.0161732
7.125 0 0 0 0.656276 0.294175 0.0494215
7.3125 0 0 0 0.814924 0.0972849 0.0877278
7.5 0 0 0 0.829595 0.0361693 0.134226
7.6875 0 0 0 0.785976 0.0153687 0.198658
7.875 0 0 0 0.70807 0.0069262 0.285009
8.0625 0 0 0 0.606061 0.00315122 0.390793
8.25 0 0 0 0.491334 0.00141627 0.507253
8.4375 0 0 0 0.377193 0.00062575 0.622183
8.625 0 0 0 0.275154 0.000274287 0.724573
8.8125 0 0 0 0.19184 0.000122562 0.808037
9 0 0 0 0.128645 5.89078e-05 0.871296
9.1875 0 0 0 0.0834207 3.28702e-05 0.916546
9.375 0 0 0 0.0525149 2.24533e-05 0.947462
9.5625 0 0 0 0.0321762 1.83709e-05 0.967805
9.75 0 0 0 0.0192191 1.68053e-05 0.980764
9.9375 0 0 0 0.0112035 1.62201e-05 0.98878
10.125 0 0 0 0.00637994 1.60088e-05 0.993604
10.3125 0 0 0 0.00355313 1.59363e-05 0.996431
10.5 0 0 0 0.00193852 1.59132e-05 0.998046
10.6875 0 0 0 0.00103906 1.59069e-05 0.998945
10.875 0 0 0 0.0005501 1.59056e-05 0.999434
11.0625 0 0 0 0.000290677 1.59057e-05 0.999693
11.25 0 0 0 0.000156598 1.59059e-05 0.999827
11.4375 0 0 0 8.98258e-05 1.5906e-05 0.999894
11.625 0 0 0 5.94923e-05 1.59061e-05 0.999925
11.8125 0 0 0 5.08294e-05 1.59061e-05 0.999933
